1	0.00000000	0.00000000	0.00000000
2	0.00000000	0.00000000	0.00005128
3	0.00000000	0.00000000	0.00010256
4	0.00000000	0.00000000	0.00015385
5	0.00000000	0.00000000	0.00020513
6	0.00000000	0.00000000	0.00025641
7	0.00000000	0.00000000	0.00030769
8	0.00000000	0.00000000	0.00035897
9	0.00000000	0.00000000	0.00041026
10	0.00000000	0.00000000	0.00046154
11	0.00000000	0.00000000	0.00051282
12	0.00000000	0.00000000	0.00056410
13	0.00000000	0.00000000	0.00061538
14	0.00000000	0.00000000	0.00066667
15	0.00000000	0.00000000	0.00071795
16	0.00000000	0.00000000	0.00076923
17	0.00000000	0.00000000	0.00082051
18	0.00000000	0.00000000	0.00087179
19	0.00000000	0.00000000	0.00092308
20	0.00000000	0.00000000	0.00097436
21	0.00000000	0.00000000	0.00102564
22	0.00000000	0.00000000	0.00107692
23	0.00000000	0.00000000	0.00112821
24	0.00000000	0.00000000	0.00117949
25	0.00000000	0.00000000	0.00123077
26	0.00000000	0.00000000	0.00128205
27	0.00000000	0.00000000	0.00133333
28	0.00000000	0.00000000	0.00138462
29	0.00000000	0.00000000	0.00143590
30	0.00000000	0.00000000	0.00148718
31	0.00000000	0.00000000	0.00153846
32	0.00000000	0.00000000	0.00158974
33	0.00000000	0.00000000	0.00164103
34	0.00000000	0.00000000	0.00169231
35	0.00000000	0.00000000	0.00174359
36	0.00000000	0.00000000	0.00179487
37	0.00000000	0.00000000	0.00184615
38	0.00000000	0.00000000	0.00189744
39	0.00000000	0.00000000	0.00194872
40	0.00000000	0.00000000	0.00200000
